Time Series,R2
<<<<<<< HEAD
TS1,0.9012861387437034
TS2,0.8996440859475658
TS3,0.9057667616584744
TS4,-inf
TS5,0.9284598227465027
TS6,0.9198618741783454
TS7,-0.0027128835701810683
=======
TS1,-6.600133415559794
TS2,-0.36098871470977545
TS3,-56.216331380500264
TS4,-inf
TS5,-1.673916847574953
TS6,-3.416393806538677
TS7,0.0
>>>>>>> 529586dc (21.04.25-3)
